"Code"	"Genus"	"Species"	"sex"	"Veine"	"Poil"	"Type.Poil"	"LongueurTot1"	"LongueurTot2"	"LongueurEchancrure"	"Largeur.Base"	"Largeur.Echancrure1"	"Largeur.Echancrure2"
"ME10-225"	"Ithomia"	"agnosia"	"m"	"V4"	"P6"	"monofide"	192.47	NA	NA	3.47	NA	NA
"ME10-225"	"Ithomia"	"agnosia"	"m"	"V4"	"P7"	"monofide"	162.33	NA	NA	3.33	NA	NA
"ME10-225"	"Ithomia"	"agnosia"	"m"	"V4"	"P8"	"monofide"	203.35	NA	NA	4.04	NA	NA
"ME10-225"	"Ithomia"	"agnosia"	"m"	"V4"	"P9"	"monofide"	282.6	NA	NA	3.8	NA	NA
"ME10-225"	"Ithomia"	"agnosia"	"m"	"V4"	"P10"	"monofide"	158.29	NA	NA	3.67	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V3"	"P6"	"monofide"	133.91	NA	NA	3.68	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V3"	"P7"	"monofide"	156.11	NA	NA	3.76	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V3"	"P8"	"monofide"	203.29	NA	NA	4.5	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V3"	"P9"	"monofide"	118.9	NA	NA	3.8	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V3"	"P10"	"monofide"	186.31	NA	NA	4.53	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V4"	"P6"	"monofide"	190.35	NA	NA	4.45	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V4"	"P7"	"monofide"	143.06	NA	NA	3.86	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V4"	"P8"	"monofide"	344.9	NA	NA	5	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V4"	"P9"	"monofide"	221.82	NA	NA	4.96	NA	NA
"ME10-502"	"Ithomia"	"agnosia"	"m"	"V4"	"P10"	"monofide"	252.92	NA	NA	4.88	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V3"	"P6"	"monofide"	190.76	NA	NA	3.29	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V3"	"P7"	"monofide"	141.9	NA	NA	3.81	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V3"	"P8"	"monofide"	164.33	NA	NA	4.91	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V4"	"P6"	"monofide"	211.15	NA	NA	4.04	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V4"	"P7"	"monofide"	151.76	NA	NA	3.34	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V4"	"P8"	"monofide"	229.48	NA	NA	3.61	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V4"	"P9"	"monofide"	189.25	NA	NA	4	NA	NA
"20260"	"Pseudoscada"	"timna"	"m"	"V4"	"P10"	"monofide"	205.11	NA	NA	3.69	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V3"	"P6"	"monofide"	173.42	NA	NA	3.17	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V3"	"P7"	"monofide"	195.57	NA	NA	3.43	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V3"	"P8"	"monofide"	172.26	NA	NA	3.31	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V3"	"P9"	"monofide"	166.77	NA	NA	4.21	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V3"	"P10"	"monofide"	183.93	NA	NA	3.52	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V4"	"P6"	"monofide"	150.69	NA	NA	3.88	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V4"	"P7"	"monofide"	186.73	NA	NA	4.16	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V4"	"P8"	"monofide"	201.02	NA	NA	4.25	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V4"	"P9"	"monofide"	200.15	NA	NA	4.12	NA	NA
"20455"	"Pseudoscada"	"timna"	"f"	"V4"	"P10"	"monofide"	334.8	NA	NA	3.9	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V3"	"P6"	"monofide"	156.55	NA	NA	3.56	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V3"	"P7"	"monofide"	197.88	NA	NA	3.38	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V3"	"P8"	"monofide"	175.27	NA	NA	3.78	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V3"	"P9"	"monofide"	206.94	NA	NA	3.5	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V3"	"P10"	"monofide"	271.8	NA	NA	4	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P1"	"monofide"	214.89	NA	NA	3.34	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P2"	"monofide"	229.81	NA	NA	3.83	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P3"	"monofide"	163.12	NA	NA	4.2	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P4"	"monofide"	188.82	NA	NA	3.88	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P5"	"monofide"	177.55	NA	NA	4.01	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P8"	"monofide"	186.93	NA	NA	3.4	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P9"	"monofide"	173.36	NA	NA	3.38	NA	NA
"20490"	"Pseudoscada"	"timna"	"f"	"V4"	"P10"	"monofide"	153.24	NA	NA	2.82	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V3"	"P6"	"monofide"	178.79	NA	NA	4.26	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V3"	"P7"	"monofide"	199.26	NA	NA	4.5	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V3"	"P8"	"monofide"	185.55	NA	NA	4.06	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V3"	"P9"	"monofide"	185.36	NA	NA	3.78	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V3"	"P10"	"monofide"	186.56	NA	NA	4.72	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V4"	"P6"	"monofide"	180.94	NA	NA	3.96	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V4"	"P7"	"monofide"	201.05	NA	NA	4.09	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V4"	"P8"	"monofide"	172.59	NA	NA	4.28	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V4"	"P9"	"monofide"	189.98	NA	NA	4.06	NA	NA
"20678"	"Pseudoscada"	"timna"	"m"	"V4"	"P10"	"monofide"	185.44	NA	NA	4.02	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V3"	"P2"	"monofide"	169.45	NA	NA	3.76	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V3"	"P3"	"monofide"	182.52	NA	NA	3.77	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V3"	"P4"	"monofide"	159.05	NA	NA	3.69	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V3"	"P5"	"monofide"	185.84	NA	NA	3.57	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V3"	"P6"	"monofide"	190.93	NA	NA	4.5	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V4"	"P1"	"monofide"	262.3	NA	NA	4.3	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V4"	"P2"	"monofide"	242.3	NA	NA	4	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V4"	"P3"	"monofide"	225.16	NA	NA	3.25	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V4"	"P4"	"monofide"	187.5	NA	NA	3.56	NA	NA
"20688"	"Pseudoscada"	"timna"	"m"	"V4"	"P5"	"monofide"	172.08	NA	NA	3.54	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P6"	"monofide"	234.73	NA	NA	3.97	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P7"	"monofide"	153.19	NA	NA	3.7	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P8"	"monofide"	212.01	NA	NA	4	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P9"	"monofide"	206.24	NA	NA	4.62	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P10"	"monofide"	161.67	NA	NA	3.97	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P6"	"monofide"	180.1	NA	NA	4.44	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P7"	"monofide"	188.56	NA	NA	3.75	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P8"	"monofide"	212.64	NA	NA	3.81	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P9"	"monofide"	154.2	NA	NA	3.58	NA	NA
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P10"	"monofide"	188.93	NA	NA	4.19	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P1"	"monofide"	198.72	NA	NA	4.05	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P2"	"monofide"	139.81	NA	NA	3.39	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P3"	"monofide"	127.49	NA	NA	3.79	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P4"	"monofide"	145.97	NA	NA	3.83	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P5"	"monofide"	115.68	NA	NA	3.97	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P1"	"monofide"	183.86	NA	NA	3.83	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P2"	"monofide"	197.51	NA	NA	3.33	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P3"	"monofide"	199.41	NA	NA	3.91	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P4"	"monofide"	215.55	NA	NA	4.04	NA	NA
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P5"	"monofide"	148.81	NA	NA	3.25	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P6"	"monofide"	196.21	NA	NA	4	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P7"	"monofide"	162.23	NA	NA	4.2	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P8"	"monofide"	207.67	NA	NA	4.18	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P9"	"monofide"	141.79	NA	NA	3.07	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P10"	"monofide"	150.22	NA	NA	3.53	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P1"	"monofide"	176.57	NA	NA	4.14	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P2"	"monofide"	213.87	NA	NA	4.26	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P3"	"monofide"	162.78	NA	NA	3.65	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P4"	"monofide"	266.3	NA	NA	5.23	NA	NA
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P5"	"monofide"	197.9	NA	NA	4.53	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P6"	"monofide"	144.17	NA	NA	3.62	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P7"	"monofide"	179.94	NA	NA	4.45	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P8"	"monofide"	173.72	NA	NA	3.99	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P9"	"monofide"	180.88	NA	NA	4.28	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P10"	"monofide"	225.6	NA	NA	4.1	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P5"	"monofide"	220.78	NA	NA	5.17	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P6"	"monofide"	152.56	NA	NA	4.23	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P7"	"monofide"	269.2	NA	NA	4.6	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P8"	"monofide"	187.7	NA	NA	4.1	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P9"	"monofide"	141.93	NA	NA	4.38	NA	NA
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P10"	"monofide"	127.1	NA	NA	3.9	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P6"	"monofide"	208.23	NA	NA	4.16	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P7"	"monofide"	168.91	NA	NA	3.78	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P8"	"monofide"	220.83	NA	NA	3.96	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P9"	"monofide"	162.2	NA	NA	4.23	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P10"	"monofide"	186.62	NA	NA	4.5	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P6"	"monofide"	170.8	NA	NA	4.4	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P7"	"monofide"	168	NA	NA	4.7	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P8"	"monofide"	173.78	NA	NA	4.71	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P9"	"monofide"	172.52	NA	NA	4.61	NA	NA
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P10"	"monofide"	213.85	NA	NA	4.18	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P1"	"monofide"	146.4	NA	NA	3.62	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P7"	"monofide"	159.84	NA	NA	3.05	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P8"	"monofide"	175.79	NA	NA	3.38	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P9"	"monofide"	163.49	NA	NA	3.58	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P10"	"monofide"	178.68	NA	NA	3.29	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P6"	"monofide"	270.16	NA	NA	4.09	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P7"	"monofide"	151.4	NA	NA	3.16	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P8"	"monofide"	131.18	NA	NA	3.24	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P9"	"monofide"	154.42	NA	NA	3.5	NA	NA
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P10"	"monofide"	131.92	NA	NA	3.24	NA	NA
