"Code"	"Genus"	"Species"	"sex"	"Veine"	"Poil"	"Type.Poil"	"LongueurTot1"	"LongueurTot2"	"LongueurEchancrure"	"Largeur.Base"	"Largeur.Echancrure1"	"Largeur.Echancrure2"	"LongueurMoy"	"Largeur.Echancrure.Moy"
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P2"	"bifide"	123.86	122.03	23.94	4.53	2.3	2.37	122.945	2.335
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P3"	"bifide"	136.06	130.11	23.99	3.58	2.95	2.86	133.085	2.905
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P4"	"bifide"	103.35	114.94	17.52	4.11	2.56	2.5	109.145	2.53
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V3"	"P5"	"bifide"	119.07	130.31	26.96	4.05	2.54	2.65	124.69	2.595
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P1"	"bifide"	110.67	109.71	17.97	3.96	2.98	2.73	110.19	2.855
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P2"	"bifide"	107.81	130.87	9.91	3.56	2.6	2.61	119.34	2.605
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P3"	"bifide"	110.86	128.97	28.41	3.21	2.44	2.71	119.915	2.575
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P4"	"bifide"	108.3	123.32	26.82	3.4	2.57	2.65	115.81	2.61
"CP17-4"	"Pseudoscada"	"timna"	"m"	"V4"	"P5"	"bifide"	125.51	125.86	28.12	3.75	2.74	3	125.685	2.87
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P6"	"bifide"	91.03	99.09	24.49	3.62	2.95	2.83	95.06	2.89
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P7"	"bifide"	103.42	93.68	25.3	3.16	2.78	2.68	98.55	2.73
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P8"	"bifide"	93.81	97.67	19.05	3.33	2.58	2.47	95.74	2.525
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P9"	"bifide"	89.77	89.37	19.51	3.15	2.35	2.46	89.57	2.405
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V3"	"P10"	"bifide"	96.49	85.29	19.27	3.24	2.55	2.38	90.89	2.465
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P6"	"bifide"	106.44	90.3	24.52	4.12	2.72	2.33	98.37	2.525
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P7"	"bifide"	105.64	112.13	26.83	3.84	2.89	3.17	108.885	3.03
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P8"	"bifide"	91.53	98.08	20.04	3.21	2.77	2.56	94.805	2.665
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P9"	"bifide"	106.97	105.6	21.27	3.45	2.34	2.61	106.285	2.475
"CP17-5"	"Pseudoscada"	"timna"	"m"	"V4"	"P10"	"bifide"	101.44	96.74	19.4	3.52	2.84	2.43	99.09	2.635
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P1"	"bifide"	95.01	102.84	16.11	3.6	2.7	2.84	98.925	2.77
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P2"	"bifide"	74.52	89.56	13.14	3.83	2.85	2.9	82.04	2.875
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P3"	"bifide"	100.57	97.47	13.55	3.9	2.9	2.98	99.02	2.94
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P4"	"bifide"	114.28	101.04	14.05	4.16	3.16	2.7	107.66	2.93
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V3"	"P5"	"bifide"	116.8	121.71	17.46	3.77	2.91	3.34	119.255	3.125
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P6"	"bifide"	96.61	108.52	16.7	3.69	2.6	2.46	102.565	2.53
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P7"	"bifide"	111.54	114.83	18.32	3.63	2.65	2.49	113.185	2.57
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P8"	"bifide"	93.52	118.64	27.49	3.69	2.52	3.02	106.08	2.77
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P9"	"bifide"	110.53	115.43	15.78	4.02	2.59	2.8	112.98	2.695
"CP17-6"	"Pseudoscada"	"timna"	"f"	"V4"	"P10"	"bifide"	122.92	130.12	24.15	3.62	3	2.94	126.52	2.97
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P1"	"bifide"	123.15	109.77	21.76	3.45	2.82	2.98	116.46	2.9
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P2"	"bifide"	125.38	101.48	19.25	4.25	2.96	3.18	113.43	3.07
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P3"	"bifide"	91.87	121.18	26.03	3.44	3.01	2.65	106.525	2.83
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P4"	"bifide"	85.17	105.34	18.05	3.33	2.86	2.86	95.255	2.86
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V3"	"P5"	"bifide"	124.41	125	22.89	3.65	2.78	2.65	124.705	2.715
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P1"	"bifide"	112.19	103.8	14.6	4.25	2.92	3.17	107.995	3.045
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P2"	"bifide"	102.02	97.86	17.89	3.99	2.72	3.02	99.94	2.87
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P3"	"bifide"	108.48	106.39	19.32	4.15	2.9	3.11	107.435	3.005
"CP17-7"	"Pseudoscada"	"timna"	"f"	"V4"	"P4"	"bifide"	106.53	108.41	18.12	4.12	2.8	3	107.47	2.9
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P1"	"bifide"	96.32	106.08	20.51	3.88	4.14	3.5	101.2	3.82
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P2"	"bifide"	103.04	102.77	14.4	4.13	4.36	3.51	102.905	3.935
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P3"	"bifide"	96.72	99.64	22.83	3.62	3.72	3.73	98.18	3.725
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P4"	"bifide"	98.97	101.74	21.11	3.55	3.63	3.95	100.355	3.79
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V3"	"P5"	"bifide"	96.99	94.06	16.86	3.81	4.2	3.24	95.525	3.72
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P1"	"bifide"	89.88	99.15	35.25	3.96	3.35	3.58	94.515	3.465
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P2"	"bifide"	120	130.18	28.97	3.67	3.6	2.42	125.09	3.01
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P3"	"bifide"	100.5	98.47	31.48	4.15	3.75	2.66	99.485	3.205
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P4"	"bifide"	97.29	98.19	23.92	4.12	3.69	4.1	97.74	3.895
"CP17-8"	"Pseudoscada"	"timna"	"f"	"V4"	"P5"	"bifide"	119.02	116.53	24.43	3.69	3.59	3.28	117.775	3.435
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P2"	"bifide"	92.22	92.6	13.07	3.5	2.6	2.6	92.41	2.6
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P3"	"bifide"	85.85	98.76	11.44	3.49	2.55	2.66	92.305	2.605
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P4"	"bifide"	95.92	104.19	15.08	2.72	2.49	2.42	100.055	2.455
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P5"	"bifide"	99.31	101.1	15.13	3.64	2.65	2.75	100.205	2.7
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V3"	"P6"	"bifide"	98.69	92.68	14.21	3.36	2.71	2.46	95.685	2.585
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P1"	"bifide"	106.43	106.11	15.47	2.82	2.7	2.65	106.27	2.675
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P2"	"bifide"	113.35	110.98	16.82	3.09	2.3	2.66	112.165	2.48
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P3"	"bifide"	114.99	115.91	17.7	2.6	2.54	2.88	115.45	2.71
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P4"	"bifide"	102.57	103.15	14.12	3.29	2.51	2.52	102.86	2.515
"CP17-2"	"Ithomia"	"agnosia"	"f"	"V4"	"P5"	"bifide"	119.77	116.83	20.73	2.82	3.02	2.48	118.3	2.75
